   3.9470847124   -0.4425781884    1.6466995106
   5.2815423663    1.4426671468   -0.1719538374
   4.6150206806    2.1950146039   -0.1719538374
   3.9470847124   -0.4425781884   -1.9906071853
   2.2402727608   -0.3760379976    1.9348206874
   1.7152727608    0.5332886764   -1.9838326606
   2.2402727608   -0.3760379976   -2.2651793126
   2.1866306642   -1.7005579032    1.8358752525
   3.2366306642   -1.7005579032    1.5545286004
   2.7116306642   -2.6098845772    1.5545286004
   3.2366306642   -1.7005579032   -2.0827780955
   2.7116306642   -2.6098845772   -2.0827780955
   2.1866306642   -1.7005579032   -2.3641247475
   0.9733231194   -2.1934913103    1.8713396212
   0.4483231194   -3.1028179843    1.5899929691
   1.4983231194   -3.1028179843    1.5899929691
   0.7145017623   -3.9936333895    0.8213396212
   1.7288190236   -3.8477965841    0.8213396212
   0.2286528566   -4.1570254200   -0.2286603788
   1.2264501479   -4.2781799459   -0.2286603788
   2.1662590875   -3.9217574287   -0.2286603788
   0.7145017623   -3.9936333895   -1.2786603788
   1.7288190236   -3.8477965841   -1.2786603788
  -0.0766768806   -2.1934913103   -2.0473137268
   0.4483231194   -3.1028179843   -2.0473137268
   1.4983231194   -3.1028179843   -2.0473137268
   0.9733231194   -2.1934913103   -2.3286603788
   0.1900429247   -1.1069364180    2.0029280938
   1.2400429247   -1.1069364180    1.7215814417
  -0.3349570753   -0.1976097440    1.7215814417
  -0.3349570753   -2.0162630919    1.7215814417
  -0.3349570753   -0.1976097440   -1.9157252542
  -0.3349570753   -2.0162630919   -1.9157252542
   0.1900429247   -1.1069364180   -2.1970719062
   0.9236311541    0.0337598909    2.0459144738
  -0.1263688459    0.0337598909    1.7645678218
   1.4486311541   -0.8755667831    1.7645678218
   1.4486311541    0.9430865649   -1.8727388741
  -0.1263688459    0.0337598909   -1.8727388741
   0.9236311541    0.0337598909   -2.1540855262
   0.3420777413    1.3357798974    2.1822294504
   1.3920777413    1.3357798974    1.9008827984
  -0.1829222587    2.2451065713    1.9008827984
  -0.1829222587    0.4264532234    1.9008827984
   1.3920777413    1.3357798974   -1.7364238975
  -0.1829222587    2.2451065713   -1.7364238975
   0.3420777413    1.3357798974   -2.0177705496
   0.9460877189    2.3739034286    2.0859142505
   1.9260877189    2.3739034286    1.8233240419
   1.4360877189    3.2226083243    1.8233240419
   0.4560877189    3.2226083243    1.8233240419
   2.3193210866    3.3716158711    1.1059142505
   1.4706161909    3.9882360716    1.1059142505
   0.4215592470    3.9882360716    1.1059142505
   2.6434975104    3.3539034286    0.1259142505
   1.9260877189    4.0713132200    0.1259142505
   0.9460877189    4.3339034286    0.1259142505
   2.3193210866    3.3716158711   -0.8540857495
   1.4706161909    3.9882360716   -0.8540857495
   0.4215592470    3.9882360716   -0.8540857495
   1.9260877189    2.3739034286   -1.5714955410
   1.4360877189    3.2226083243   -1.5714955410
   0.4560877189    3.2226083243   -1.5714955410
   0.9460877189    2.3739034286   -1.8340857495
  -1.0492506589    1.2704840727    2.2614794682
  -0.5242506589    2.1798107466    1.9801328162
  -0.5242506589    0.3611573987    1.9801328162
  -0.5242506589    2.1798107466   -1.6571738797
  -2.0992506589    1.2704840727   -1.6571738797
  -0.5242506589    0.3611573987   -1.6571738797
  -1.0492506589    1.2704840727   -1.9385205318
  -1.8232608402    0.1149689606    2.2197131577
  -0.7732608402    0.1149689606    1.9383665057
  -2.3482608402   -0.7943577134    1.9383665057
  -0.7732608402    0.1149689606   -1.6989401902
  -2.3482608402    1.0242956345   -1.6989401902
  -1.8232608402    0.1149689606   -1.9802868423
  -3.0178694183    0.1732771184    2.1572170684
  -3.5078694183    1.0219820141    1.8946268598
  -3.9978694183    0.1732771184    1.8946268598
  -3.5078694183   -0.6754277773    1.8946268598
  -4.3911027859    1.1709895609    1.1772170684
  -4.7152792097    0.1732771184    1.1772170684
  -4.3911027859   -0.8244353241    1.1772170684
  -3.9978694183    1.8706869098    0.1972170684
  -4.7152792097    1.1532771184    0.1972170684
  -4.9778694183    0.1732771184    0.1972170684
  -4.7152792097   -0.8067228816    0.1972170684
