#! FIELDS phi psi metad.bias der_phi der_psi
#! SET min_phi -pi
#! SET max_phi pi
#! SET nbins_phi  58
#! SET periodic_phi true
#! SET min_psi -pi
#! SET max_psi pi
#! SET nbins_psi  31
#! SET periodic_psi true
   -3.141592654   -3.141592654  113.113198676   46.676092579  -15.599418457
   -3.033261872   -3.141592654  117.700217494   37.380867120  -16.519862816
   -2.924931091   -3.141592654  121.225354609   27.119181343  -17.157395876
   -2.816600310   -3.141592654  123.624226581   16.752228438  -17.570747337
   -2.708269529   -3.141592654  124.954525053    7.298099660  -17.766986014
   -2.599938748   -3.141592654  125.323207839   -0.678807631  -17.802408527
   -2.491607967   -3.141592654  124.933102433   -6.648673439  -17.803866263
   -2.383277185   -3.141592654  124.021111112  -10.456087995  -17.811292759
   -2.274946404   -3.141592654  122.809863160  -12.201894358  -17.938910705
   -2.166615623   -3.141592654  121.500359173  -12.218072458  -18.293059472
   -2.058284842   -3.141592654  120.263784515  -11.152855110  -18.904320413
   -1.949954061   -3.141592654  119.153499180   -9.682703635  -19.875892170
   -1.841623280   -3.141592654  118.182216312   -8.470210394  -21.190320762
   -1.733292499   -3.141592654  117.292590590   -8.125457732  -22.846650625
   -1.624961717   -3.141592654  116.362353453   -9.124119654  -24.743453445
   -1.516630936   -3.141592654  115.239407019  -11.713645286  -26.725571629
   -1.408300155   -3.141592654  113.721401076  -15.880697778  -28.681630155
   -1.299969374   -3.141592654  111.689710914  -21.458953752  -30.476746175
   -1.191638593   -3.141592654  108.991010949  -27.922721388  -31.907392178
   -1.083307812   -3.141592654  105.571260811  -34.652336983  -32.830514256
   -0.974977030   -3.141592654  101.441150106  -40.897627533  -33.161541496
   -0.866646249   -3.141592654   96.726422854  -45.829708310  -32.771594607
   -0.758315468   -3.141592654   91.565013880  -48.956352757  -31.638306695
   -0.649984687   -3.141592654   86.202816086  -49.749454849  -29.773112392
   -0.541653906   -3.141592654   80.886919897  -47.866734273  -27.205433474
   -0.433323125   -3.141592654   75.942048398  -43.267920603  -24.017520944
   -0.324992343   -3.141592654   71.636964635  -36.038651755  -20.269938998
   -0.216661562   -3.141592654   68.222771918  -26.503219912  -16.089091885
   -0.108330781   -3.141592654   65.960086576  -15.129776834  -11.616838651
    0.000000000   -3.141592654   64.992585371   -2.628882183   -6.982313253
    0.108330781   -3.141592654   65.381326894   10.228797400   -2.366766756
    0.216661562   -3.141592654   67.122931596   22.308327380    1.951204126
    0.324992343   -3.141592654   70.084980477   32.698332392    5.965781330
    0.433323125   -3.141592654   74.043254658   40.313887301    9.402301034
    0.541653906   -3.141592654   78.641653861   44.439482443   12.232638440
    0.649984687   -3.141592654   83.474719594   44.405913955   14.336423073
    0.758315468   -3.141592654   88.065222017   40.056164817   15.657267117
    0.866646249   -3.141592654   91.963176213   31.693469419   16.213686298
    0.974977030   -3.141592654   94.781331292   20.103086376   16.104126621
    1.083307812   -3.141592654   96.225741303    6.436842968   15.388574213
    1.191638593   -3.141592654   96.151844729   -7.761870829   14.208024040
    1.299969374   -3.141592654   94.590327434  -20.950716336   12.678386618
    1.408300155   -3.141592654   91.715150207  -31.608590776   10.980320083
    1.516630936   -3.141592654   87.887085605  -38.630137455    9.179174685
    1.624961717   -3.141592654   83.534798607  -41.286754790    7.407228826
    1.733292499   -3.141592654   79.139144497  -39.410178834    5.701793891
    1.841623280   -3.141592654   75.179972346  -33.271945985    4.068689108
    1.949954061   -3.141592654   72.088210410  -23.446398906    2.507265622
    2.058284842   -3.141592654   70.216543708  -10.956229822    0.926877525
    2.166615623   -3.141592654   69.780585074    3.123410840   -0.697269732
    2.274946404   -3.141592654   70.896883801   17.500048492   -2.333153831
    2.383277185   -3.141592654   73.526492652   31.038494668   -4.095611222
    2.491607967   -3.141592654   77.552523496   42.833378718   -5.948793242
    2.599938748   -3.141592654   82.707506106   51.858061500   -7.790244434
    2.708269529   -3.141592654   88.672352245   57.695936129   -9.634526181
    2.816600310   -3.141592654   95.076756624   59.951811204  -11.403837139
    2.924931091   -3.141592654  101.514057764   58.640277902  -12.995441019
    3.033261872   -3.141592654  107.631798859   54.010895660  -14.426715060

   -3.141592654   -2.938909257  109.629787153   45.109978893  -21.795900447
   -3.033261872   -2.938909257  114.072700233   36.370913241  -22.757043151
   -2.924931091   -2.938909257  117.511166080   26.629031640  -23.393045915
   -2.816600310   -2.938909257  119.888657886   16.694772157  -23.660529860
   -2.708269529   -2.938909257  121.219468797    7.495044141  -23.677150668
   -2.599938748   -2.938909257  121.638334804   -0.284890093  -23.523673541
   -2.491607967   -2.938909257  121.291137836   -6.292586279  -23.267392044
   -2.383277185   -2.938909257  120.415665182  -10.235445488  -23.029202872
   -2.274946404   -2.938909257  119.215862983  -12.361671991  -22.874297346
   -2.166615623   -2.938909257  117.862824377  -12.963506531  -22.956243088
   -2.058284842   -2.938909257  116.499964894  -12.573240501  -23.373590159
   -1.949954061   -2.938909257  115.186833909  -11.818608990  -24.119412468
   -1.841623280   -2.938909257  113.949420750  -11.321799956  -25.215987487
   -1.733292499   -2.938909257  112.708180092  -11.602700515  -26.617920145
   -1.624961717   -2.938909257  111.367243900  -12.998553882  -28.217664520
   -1.516630936   -2.938909257  109.798661517  -15.705616109  -29.915465361
   -1.408300155   -2.938909257  107.856376304  -19.747696769  -31.507787011
   -1.299969374   -2.938909257  105.424034156  -24.810731412  -32.835802571
   -1.191638593   -2.938909257  102.406032671  -30.378950404  -33.733437684
   -1.083307812   -2.938909257   98.777821352  -35.976492114  -34.005716616
   -0.974977030   -2.938909257   94.591928183  -40.804081555  -33.592825963
   -0.866646249   -2.938909257   89.964691081  -44.188789667  -32.397503914
